名前を略さずに書きなさい。,Recognition,(3),Japanese::Vocabulary,2010-09-27,(new),(new),0
現れる,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,175%,3 days,10
伺う,Recognition,(2013-10-26),Japanese::Vocabulary,2012-10-15,215%,3 days,6
大家,Recognition,2014-10-17,Japanese::Vocabulary,2012-10-15,130%,3 days,28
劣る,Recognition,2014-10-17,Japanese::Vocabulary,2012-10-15,150%,3 days,15
抱える,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,195%,3 days,8
輝く,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,165%,3 days,9
罹る,Recognition,(2013-10-27),Japanese::Vocabulary,2012-10-15,200%,3 days,7
柄,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,180%,3 days,8
感覚,Recognition,2014-10-17,Japanese::Vocabulary,2012-10-15,140%,3 days,22
歓迎,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,180%,3 days,9
機械,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,200%,3 days,6
気の毒,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,195%,3 days,7
吸収,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,215%,3 days,5
競技,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,215%,3 days,5
供給,Recognition,(2013-11-29),Japanese::Vocabulary,2012-10-15,195%,3 days,9
共同,Recognition,2014-10-17,Japanese::Vocabulary,2012-10-15,215%,3 days,11
金銭,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,215%,3 days,6
路,Recognition,2014-10-19,Japanese::Vocabulary,2011-05-02,210%,4 days,15
乾く,Recognition,2014-10-17,Japanese::Vocabulary,2012-10-15,130%,4 days,38
下宿,Recognition,2014-10-20,Japanese::Vocabulary,2012-10-15,180%,4 days,21
奪う,Recognition,(2013-10-28),Japanese::Vocabulary,2012-10-15,215%,4 days,6
栄養,Recognition,(2013-11-01),Japanese::Vocabulary,2012-10-15,185%,4 days,10
構う,Recognition,(2013-11-01),Japanese::Vocabulary,2012-10-15,185%,4 days,7
科目,Recognition,(2013-11-01),Japanese::Vocabulary,2012-10-15,185%,4 days,7
勘定,Recognition,(2013-11-01),Japanese::Vocabulary,2012-10-15,180%,4 days,9
気候,Recognition,(2013-11-01),Japanese::Vocabulary,2012-10-15,195%,4 days,9
技師,Recognition,2014-10-19,Japanese::Vocabulary,2012-10-15,130%,4 days,22
金属,Recognition,(2013-11-01),Japanese::Vocabulary,2012-10-15,215%,4 days,5
離れる,Recognition,2014-10-18,Japanese::Vocabulary,2013-10-20,230%,4 days,11
地帯,Recognition,2014-10-20,Japanese::Vocabulary,2012-04-05,130%,5 days,37
哀れ,Recognition,(2013-10-28),Japanese::Vocabulary,2012-10-15,165%,5 days,9
演説,Recognition,(2013-10-28),Japanese::Vocabulary,2012-10-15,215%,5 days,6
収める,Recognition,(2013-10-29),Japanese::Vocabulary,2012-10-15,200%,5 days,7
籠,Recognition,(2013-11-02),Japanese::Vocabulary,2012-10-15,215%,5 days,7
寄付,Recognition,(2013-10-29),Japanese::Vocabulary,2012-10-15,215%,5 days,6
金融,Recognition,(2013-10-29),Japanese::Vocabulary,2012-10-15,235%,5 days,4
陽炎,Recognition,2014-10-18,Japanese::Vocabulary,2014-03-14,160%,5 days,23
締める,Recognition,2014-10-19,Japanese::Vocabulary,2010-11-09,130%,6 days,30
周知,Recognition,2014-10-19,Japanese::Vocabulary,2011-02-25,150%,6 days,20
拾う,Recognition,2014-10-19,Japanese::Vocabulary,2012-10-15,155%,6 days,23
握手,Recognition,(2013-10-30),Japanese::Vocabulary,2012-10-15,185%,6 days,10
意識,Recognition,(2013-12-14),Japanese::Vocabulary,2012-10-15,130%,6 days,23
噂,Recognition,(2013-10-30),Japanese::Vocabulary,2012-10-15,215%,6 days,6
永久,Recognition,(2013-10-30),Japanese::Vocabulary,2012-10-15,215%,6 days,6
快適,Recognition,2014-10-21,Japanese::Vocabulary,2012-10-15,130%,6 days,38
宴,Recognition,2014-10-19,Japanese::Vocabulary,2014-03-05,190%,6 days,20
妹,Recognition,2014-10-20,Japanese::Vocabulary,2010-11-09,190%,7 days,16
競争,Recognition,2014-10-21,Japanese::Vocabulary,2012-10-15,135%,7 days,31
西洋,Recognition,2014-10-22,Japanese::Vocabulary,2012-10-15,130%,7 days,35
沸く,Recognition,2014-10-21,Japanese::Vocabulary,2012-10-15,215%,7 days,15
維持,Recognition,(2013-10-30),Japanese::Vocabulary,2012-10-15,165%,7 days,9
餌,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,185%,7 days,7
演奏,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,185%,7 days,8
幼い,Recognition,(2013-10-31),Japanese::Vocabulary,2012-10-15,200%,7 days,7
溺れる,Recognition,(2013-10-30),Japanese::Vocabulary,2012-10-15,185%,7 days,8
観察,Recognition,(2013-10-30),Japanese::Vocabulary,2012-10-15,200%,7 days,7
盲,Recognition,2014-10-17,Japanese::Vocabulary,2014-02-27,210%,7 days,15
活気,Recognition,2014-10-18,Japanese::Vocabulary,2012-10-15,130%,8 days,20
救助,Recognition,(2013-11-16),Japanese::Vocabulary,2012-10-15,200%,8 days,7
点灯,Recognition,2014-10-22,Japanese::Vocabulary,2011-03-08,230%,9 days,13
枝,Recognition,2014-10-24,Japanese::Vocabulary,2012-10-15,135%,9 days,32
科学,Recognition,2014-10-22,Japanese::Vocabulary,2012-10-15,190%,9 days,24
覆う,Recognition,(2013-11-02),Japanese::Vocabulary,2012-10-15,215%,9 days,7
値段,Recognition,(2014-05-20),Japanese::Vocabulary,2012-10-15,130%,9 days,21
垣,Recognition,2014-10-22,Japanese::Vocabulary,2014-02-21,230%,9 days,13
連絡,Recognition,2014-10-23,Japanese::Vocabulary,2011-02-25,230%,10 days,11
得点,Recognition,2014-10-23,Japanese::Vocabulary,2011-07-26,210%,10 days,12
美味い,Recognition,2014-10-23,Japanese::Vocabulary,2012-05-04,225%,10 days,13
爆発,Recognition,2014-10-23,Japanese::Vocabulary,2013-10-03,230%,10 days,14
揉む,Recognition,2014-10-23,Japanese::Vocabulary,2013-10-15,175%,10 days,17
是々非々,Recognition,2014-10-17,Japanese,2014-03-05,230%,10 days,12
開くvs 開く,Recognition,2014-10-23,Japanese,2014-10-03,250%,10 days,4
着く,Recognition,2014-10-24,Japanese::Vocabulary,2010-11-09,210%,11 days,16
認める,Recognition,2014-10-24,Japanese::Vocabulary,2011-08-03,210%,11 days,13
逃げる,Recognition,2014-10-26,Japanese::Vocabulary,2011-12-08,230%,11 days,12
下げる,Recognition,2014-10-26,Japanese::Vocabulary,2012-10-15,195%,11 days,19
恐怖,Recognition,2014-10-24,Japanese::Vocabulary,2012-10-15,195%,11 days,17
近代,Recognition,2014-10-24,Japanese::Vocabulary,2012-10-15,130%,11 days,23
夕焼け,Recognition,2014-10-24,Japanese::Vocabulary,2013-02-13,230%,11 days,12
化ける,Recognition,2014-10-24,Japanese::Vocabulary,2013-10-15,230%,11 days,13
不意,Recognition,2014-10-24,Japanese::Vocabulary,2013-10-20,195%,11 days,14
湯気,Recognition,2014-10-24,Japanese::Vocabulary,2013-11-17,210%,11 days,18
抱く,Recognition,2014-10-25,Japanese::Vocabulary,2011-05-02,210%,12 days,14
折る,Recognition,2014-10-26,Japanese::Vocabulary,2012-10-15,155%,12 days,28
格好,Recognition,(2013-11-20),Japanese::Vocabulary,2012-10-15,180%,12 days,10
調べる　比べる,Recognition,2014-10-26,Japanese,2014-10-07,250%,12 days,4
蛇口を捻る,Recognition,2014-10-23,Japanese::Vocabulary,2013-11-17,155%,13 days,19
傷病者,Recognition,2014-10-28,Japanese::Vocabulary,2011-02-23,230%,14 days,12
誘う,Recognition,2014-10-30,Japanese::Vocabulary,2012-03-19,215%,14 days,14
怒る,Recognition,2014-10-28,Japanese::Vocabulary,2012-10-15,200%,14 days,15
印刷,Recognition,2014-10-29,Japanese::Vocabulary,2012-10-15,160%,14 days,17
隠れる,Recognition,2014-10-17,Japanese::Vocabulary,2012-10-15,145%,14 days,16
酸素,Recognition,2014-10-24,Japanese::Vocabulary,2012-10-15,160%,14 days,21
筋肉痛 vs 傷病者,Recognition,2014-10-27,Japanese,2014-10-01,250%,14 days,5
規則,Recognition,2014-10-30,Japanese::Vocabulary,2012-10-15,130%,15 days,40
壊す,Recognition,2014-10-18,Japanese::Vocabulary,2012-10-15,140%,15 days,25
或,Recognition,2014-10-29,Japanese::Vocabulary,2012-10-15,210%,15 days,12
延期,Recognition,(2014-05-26),Japanese::Vocabulary,2012-10-15,130%,15 days,36
画家,Recognition,2014-10-18,Japanese::Vocabulary,2012-10-15,145%,15 days,19
狼,Recognition,2014-10-28,Japanese::Vocabulary,2013-10-15,230%,15 days,12
付近,Recognition,2014-10-26,Japanese::Vocabulary,2011-07-26,175%,16 days,18
屋上,Recognition,2014-10-19,Japanese::Vocabulary,2012-10-15,130%,16 days,36
経験,Recognition,2014-10-31,Japanese::Vocabulary,2012-10-15,130%,16 days,30
連れる,Recognition,2014-10-31,Japanese::Vocabulary,2012-10-15,130%,16 days,26
辺り,Recognition,2014-10-19,Japanese::Vocabulary,2012-10-15,135%,16 days,30
価格,Recognition,2014-10-19,Japanese::Vocabulary,2012-10-15,130%,16 days,23
足首,Recognition,2014-10-30,Japanese::Vocabulary,2013-06-14,230%,16 days,13
不良,Recognition,2014-11-01,Japanese::Vocabulary,2011-02-03,230%,17 days,11
浅い,Recognition,2014-10-19,Japanese::Vocabulary,2012-10-15,130%,17 days,41
習慣,Recognition,2014-10-18,Japanese::Vocabulary,2012-10-15,155%,17 days,23
通る,Recognition,2014-10-18,Japanese::Vocabulary,2012-10-15,130%,17 days,29
明ける,Recognition,2014-10-18,Japanese::Vocabulary,2012-10-15,130%,17 days,21
泡,Recognition,(2014-01-04),Japanese::Vocabulary,2012-10-15,130%,17 days,21
害,Recognition,2014-10-19,Japanese::Vocabulary,2012-10-15,165%,17 days,16
一昨年,Recognition,2014-10-21,Japanese::Vocabulary,2010-11-09,170%,18 days,21
伯母さん/叔母さん,Recognition,2014-11-02,Japanese::Vocabulary,2010-11-09,215%,18 days,12
希望,Recognition,2014-11-01,Japanese::Vocabulary,2011-11-21,230%,18 days,16
旗,Recognition,2014-10-31,Japanese::Vocabulary,2011-12-09,230%,18 days,8
被る,Recognition,2014-10-19,Japanese::Vocabulary,2012-10-15,130%,18 days,24
球,Recognition,2014-11-01,Japanese::Vocabulary,2012-10-15,230%,18 days,9
弦,Recognition,2014-10-22,Japanese::Vocabulary,2012-06-27,155%,19 days,19
輸出,Recognition,2014-10-20,Japanese::Vocabulary,2012-10-15,130%,19 days,25
着ける,Recognition,2014-10-23,Japanese::Vocabulary,2010-12-07,215%,20 days,9
周り,Recognition,2014-10-21,Japanese::Vocabulary,2012-10-15,175%,20 days,16
引退,Recognition,2014-10-21,Japanese::Vocabulary,2012-10-15,130%,20 days,28
王妃,Recognition,2014-10-23,Japanese::Vocabulary,2014-03-14,195%,20 days,13
謝る,Recognition,2014-10-24,Japanese::Vocabulary,2011-05-05,215%,21 days,10
治る,Recognition,2014-10-22,Japanese::Vocabulary,2012-10-15,170%,21 days,26
疑う,Recognition,2014-10-24,Japanese::Vocabulary,2012-10-15,180%,21 days,14
弾く,Recognition,2014-10-25,Japanese::Vocabulary,2010-11-09,190%,22 days,20
製造,Recognition,2014-10-23,Japanese::Vocabulary,2011-07-26,155%,22 days,25
健康,Recognition,2014-10-25,Japanese::Vocabulary,2011-11-30,230%,22 days,10
親切,Recognition,2014-10-25,Japanese::Vocabulary,2012-10-15,195%,22 days,16
開く,Recognition,2014-10-25,Japanese::Vocabulary,2012-10-15,210%,22 days,13
一生,Recognition,2014-10-25,Japanese::Vocabulary,2012-10-15,210%,22 days,13
限る,Recognition,2014-10-25,Japanese::Vocabulary,2012-10-15,175%,22 days,18
価値　値段　価格,Recognition,2014-10-22,Japanese,2014-09-11,250%,22 days,4
標語,Recognition,2014-10-26,Japanese::Vocabulary,2011-02-10,230%,23 days,9
乱心,Recognition,2014-10-26,Japanese::Vocabulary,2011-05-02,245%,23 days,8
臭い,Recognition,2014-10-26,Japanese::Vocabulary,2012-06-12,210%,23 days,11
衛星,Recognition,2014-10-24,Japanese::Vocabulary,2012-10-15,130%,23 days,30
冷静,Recognition,2014-10-26,Japanese::Vocabulary,2013-10-20,230%,23 days,9
冗談,Recognition,2014-10-25,Japanese::Vocabulary,2014-03-03,215%,23 days,11
焚き付ける,Recognition,2014-10-27,Japanese::Vocabulary,2012-05-16,230%,24 days,10
係,Recognition,2014-10-25,Japanese::Vocabulary,2012-05-21,175%,24 days,15
変える,Recognition,2014-10-25,Japanese::Vocabulary,2012-10-15,210%,24 days,16
原因,Recognition,2014-10-25,Japanese::Vocabulary,2012-10-15,190%,24 days,19
期間,Recognition,2014-10-27,Japanese::Vocabulary,2012-10-15,210%,24 days,12
盲人,Recognition,2014-10-27,Japanese::Vocabulary,2014-02-27,230%,24 days,11
彼氏,Recognition,2014-10-27,Japanese::Vocabulary,2014-03-14,230%,24 days,10
～がる,Recognition,(2013-07-22),Japanese::Vocabulary,2010-11-09,230%,25 days,7
話題,Recognition,2014-10-27,Japanese::Vocabulary,2011-04-13,230%,25 days,10
折れる,Recognition,2014-10-27,Japanese::Vocabulary,2012-10-15,215%,25 days,9
新た,Recognition,2014-10-26,Japanese::Vocabulary,2012-10-15,175%,25 days,15
委員,Recognition,2014-10-26,Japanese::Vocabulary,2012-10-15,170%,25 days,20
降ろす,Recognition,(2013-12-03),Japanese::Vocabulary,2012-10-15,185%,25 days,9
囲む,Recognition,2014-10-28,Japanese::Vocabulary,2012-10-15,195%,25 days,12
家族,Recognition,2014-10-28,Japanese::Vocabulary,2010-11-09,230%,26 days,10
乗る,Recognition,2014-10-29,Japanese::Vocabulary,2010-11-09,230%,26 days,10
信号処理,Recognition,2014-10-28,Japanese::Vocabulary,2011-01-31,230%,26 days,10
会費,Recognition,2014-10-29,Japanese::Vocabulary,2011-12-06,230%,26 days,10
意志,Recognition,(2013-12-20),Japanese::Vocabulary,2012-10-15,200%,26 days,9
深み,Recognition,2014-10-28,Japanese::Vocabulary,2014-02-20,230%,26 days,9
霜,Recognition,2014-10-29,Japanese::Vocabulary,2014-03-04,210%,26 days,11
歯,Recognition,2014-10-30,Japanese::Vocabulary,2010-11-09,230%,27 days,9
為,Recognition,2014-10-28,Japanese::Vocabulary,2012-10-15,175%,27 days,20
乞食,Recognition,2014-10-28,Japanese::Vocabulary,2013-11-17,175%,27 days,20
料理,Recognition,2014-10-31,Japanese::Vocabulary,2010-11-09,210%,28 days,10
設定値,Recognition,2014-10-30,Japanese::Vocabulary,2011-02-22,215%,28 days,9
捕まえる,Recognition,2014-10-30,Japanese::Vocabulary,2012-05-19,215%,28 days,11
用材,Recognition,2014-10-30,Japanese::Vocabulary,2014-02-20,230%,28 days,10
姉,Recognition,2014-11-01,Japanese::Vocabulary,2010-11-09,230%,"1,0 months",9
六日,Recognition,2014-10-31,Japanese::Vocabulary,2010-11-09,230%,"1,0 months",8
神,Recognition,2014-10-31,Japanese::Vocabulary,2012-05-13,230%,"1,0 months",8
育児,Recognition,2014-10-31,Japanese::Vocabulary,2014-03-04,195%,"1,0 months",15
押す,Recognition,2014-11-01,Japanese::Vocabulary,2010-11-09,230%,"1,0 months",9
市場,Recognition,(2013-12-19),Japanese::Vocabulary,2012-10-15,215%,"1,0 months",8
鉄骨,Recognition,2014-11-04,Japanese::Vocabulary,2014-03-18,210%,"1,1 months",13
諺,Recognition,2014-11-03,Japanese::Vocabulary,2012-01-06,230%,"1,1 months",8
物,Recognition,2014-11-05,Japanese::Vocabulary,2010-11-09,230%,"1,2 months",7
洒落,Recognition,2014-11-05,Japanese::Vocabulary,2011-07-27,230%,"1,2 months",9
気付く,Recognition,2014-11-04,Japanese::Vocabulary,2012-09-18,215%,"1,2 months",9
砂糖,Recognition,2014-11-05,Japanese::Vocabulary,2010-11-09,230%,"1,2 months",9
肝,Recognition,2014-11-07,Japanese::Vocabulary,2014-02-24,230%,"1,2 months",8
箱,Recognition,2014-11-07,Japanese::Vocabulary,2010-11-09,230%,"1,2 months",8
従兄弟,Recognition,(2014-01-20),Japanese::Vocabulary,2012-10-15,195%,"1,3 months",11
植物,Recognition,2014-11-08,Japanese::Vocabulary,2010-10-14,230%,"1,3 months",9
遅れる,Recognition,2014-11-22,Japanese::Vocabulary,2012-10-15,130%,"1,3 months",29
計画,Recognition,(2014-01-21),Japanese::Vocabulary,2012-10-15,150%,"1,3 months",19
都合,Recognition,(2013-02-23),Japanese::Vocabulary,2012-10-15,200%,"1,3 months",9
墜落事故,Recognition,2014-10-22,Japanese::Vocabulary,2013-01-29,195%,"1,4 months",18
価値,Recognition,2014-11-26,Japanese::Vocabulary,2012-10-15,130%,"1,5 months",28
流木,Recognition,2014-10-27,Japanese::Vocabulary,2012-05-16,195%,"1,5 months",14
過去,Recognition,(2014-03-15),Japanese::Vocabulary,2012-10-15,170%,"1,5 months",21
誰,Recognition,2014-10-26,Japanese::Vocabulary,2010-11-09,230%,"1,6 months",8
永遠,Recognition,2014-10-23,Japanese::Vocabulary,2012-10-15,130%,"1,6 months",22
忙しい,Recognition,2014-10-30,Japanese::Vocabulary,2010-11-09,230%,"1,7 months",8
屋根,Recognition,2014-12-04,Japanese,2014-03-17,215%,"1,7 months",14
吹く,Recognition,2014-12-10,Japanese::Vocabulary,2010-11-09,130%,"2,1 months",26
粗,Recognition,(2014-05-16),Japanese::Vocabulary,2012-10-15,155%,"2,1 months",22
効く,Recognition,(2013-09-11),Japanese::Vocabulary,2012-10-15,235%,"2,1 months",3
絵画,Recognition,2014-11-18,Japanese::Vocabulary,2012-10-15,130%,"2,3 months",36
鍵,Recognition,2014-12-10,Japanese::Vocabulary,2012-10-15,135%,"2,3 months",27
引用,Recognition,2014-10-18,Japanese::Vocabulary,2012-10-15,130%,"2,4 months",26
患者,Recognition,2014-11-18,Japanese::Vocabulary,2012-10-15,145%,"2,4 months",21
真中,Recognition,2014-10-22,Japanese::Vocabulary,2012-10-15,130%,"2,5 months",25
外交,Recognition,(2014-09-02),Japanese::Vocabulary,2012-10-15,170%,"2,5 months",13
誤り,Recognition,2014-11-28,Japanese::Vocabulary,2012-10-15,130%,"2,6 months",27
下す,Recognition,2014-11-25,Japanese::Vocabulary,2012-10-15,130%,"2,6 months",35
差す,Recognition,(2014-01-07),Japanese::Vocabulary,2010-11-09,145%,"2,6 months",15
本書,Recognition,2014-11-14,Japanese,2014-03-06,230%,"2,6 months",11
多大,Recognition,2014-12-01,Japanese::Vocabulary,2012-05-13,130%,"2,7 months",26
急激,Recognition,(2014-01-05),Japanese::Vocabulary,2012-10-15,235%,"2,7 months",3
調べる,Recognition,2014-12-30,Japanese::Vocabulary,2012-10-15,130%,"2,8 months",40
車輪,Recognition,2014-10-31,Japanese::Vocabulary,2014-03-03,235%,"2,8 months",7
生産,Recognition,2014-12-08,Japanese::Vocabulary,2012-10-15,130%,"2,9 months",35
炎,Recognition,2014-11-03,Japanese,2014-03-06,215%,"2,9 months",13
容易,Recognition,2014-11-03,Japanese,2014-03-17,215%,"2,9 months",12
警官,Recognition,2014-12-01,Japanese::Vocabulary,2010-11-09,230%,"2,9 months",10
訴える,Recognition,(2014-01-19),Japanese::Vocabulary,2012-10-15,190%,"2,9 months",6
欠ける,Recognition,2015-01-04,Japanese::Vocabulary,2012-10-15,130%,"3,0 months",26
勢い,Recognition,2015-01-06,Japanese::Vocabulary,2012-10-15,130%,"3,0 months",28
解決,Recognition,2014-12-10,Japanese::Vocabulary,2012-10-15,145%,"3,0 months",23
役に立つ,Recognition,2014-12-05,Japanese::Vocabulary,2012-10-15,165%,"3,0 months",15
異常,Recognition,2015-01-07,Japanese::Vocabulary,2012-10-15,130%,"3,1 months",31
得る,Recognition,2014-11-08,Japanese::Vocabulary,2012-10-15,130%,"3,1 months",26
勤める,Recognition,2014-12-14,Japanese::Vocabulary,2010-11-09,130%,"3,1 months",22
計算,Recognition,2014-12-07,Japanese::Vocabulary,2011-03-01,230%,"3,1 months",8
泥棒,Recognition,2014-12-14,Japanese::Vocabulary,2012-10-15,150%,"3,1 months",23
関連,Recognition,(2014-01-18),Japanese::Vocabulary,2012-10-15,220%,"3,1 months",4
測定装置,Recognition,2014-12-10,Japanese::Vocabulary,2014-03-18,235%,"3,2 months",7
確実,Recognition,(2014-01-12),Japanese::Vocabulary,2012-10-15,220%,"3,3 months",5
木綿,Recognition,2015-01-08,Japanese::Vocabulary,2012-10-15,130%,"3,3 months",26
遠慮,Recognition,(2014-01-14),Japanese::Vocabulary,2012-10-15,205%,"3,3 months",5
帰宅,Recognition,2014-11-05,Japanese::Vocabulary,2012-10-15,145%,"3,4 months",22
挨拶,Recognition,(2014-05-20),Japanese::Vocabulary,2012-10-15,200%,"3,4 months",16
私は蚊に刺されやすい。,Recognition,2014-12-22,Japanese::Vocabulary,2014-03-14,235%,"3,5 months",7
稼ぐ,Recognition,2015-01-13,Japanese::Vocabulary,2012-10-15,130%,"3,5 months",23
止む,Recognition,2014-11-12,Japanese::Vocabulary,2012-10-15,155%,"3,6 months",26
改善,Recognition,2014-12-23,Japanese::Vocabulary,2012-10-15,185%,"3,6 months",13
産業,Recognition,2014-11-27,Japanese::Vocabulary,2012-10-15,130%,"3,7 months",32
